name,developer,status,status_group,category,capacity_mw,capacity_label,landscape_weight,location,latitude,longitude,precision,nearest_nuclear_name,nearest_nuclear_state,nearest_nuclear_distance_mi,nearest_nuclear_capacity_mw,source,source_url,notes
Delta Gigasite - Expansion,,Planned,Planned,Publicly tracked data-center facility,9700.0,"9,700 MW",4.0,"Millard, UT",39.51095,-112.580122,Public tracker coordinates,Palo Verde,AZ,423.3,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
PORTS Technology Campus - Phase 2,,Planned,Planned,Publicly tracked data-center facility,9200.0,"9,200 MW",4.0,"Pike, OH",39.008333,-83.0,Public tracker coordinates,Beaver Valley,PA,176.0,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
GW Ranch,,Planned,Planned,Publicly tracked data-center facility,7650.0,"7,650 MW",4.0,"Pecos, TX",31.1621064,-102.8964115,Public tracker coordinates,Comanche Peak,TX,310.4,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Nexus Hubbard - Expansion,,Planned,Planned,Publicly tracked data-center facility,7200.0,"7,200 MW",4.0,"Hill, TX",31.8394143,-96.7873009,Public tracker coordinates,Comanche Peak,TX,66.5,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Monarch Compute Campus - Phase 2,,Planned,Planned,Publicly tracked data-center facility,6000.0,"6,000 MW",4.0,"Mason, WV",38.9087381,-82.105927,Public tracker coordinates,Beaver Valley,PA,148.0,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Wonder Valley (Stratos Project) - Phase 2 (Expansion),,Planned,Planned,Publicly tracked data-center facility,6000.0,"6,000 MW",4.0,"Box Elder, UT",41.8421,-112.6194,Public tracker coordinates,Columbia Generating Station,WA,461.3,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Fermi (Gas - Project Matador),,Planned,Planned,Publicly tracked data-center facility,6000.0,"6,000 MW",4.0,"Carson, TX",35.294622,-101.605936,Public tracker coordinates,Comanche Peak,TX,301.6,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Hyperion - Expansion (Phase 2),,Planned,Planned,Publicly tracked data-center facility,5238.0,"5,238 MW",4.0,"Richland Parish, LA",32.481467,-91.631042,Public tracker coordinates,Grand Gulf,MS,47.2,1440.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Fermi (Gas - Project Matador East),,Planned,Planned,Publicly tracked data-center facility,5000.0,"5,000 MW",4.0,"Carson, TX",35.302778,-101.527222,Public tracker coordinates,Comanche Peak,TX,298.7,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Fermi (SMR/Expansion),,Planned,Planned,Publicly tracked data-center facility,4600.0,"4,600 MW",4.0,"Carson, TX",35.294622,-101.605936,Public tracker coordinates,Comanche Peak,TX,301.6,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Homer City Energy Campus,,Planned,Planned,Publicly tracked data-center facility,4500.0,"4,500 MW",4.0,"Indiana, PA",40.51371697,-79.19672639,Public tracker coordinates,Beaver Valley,PA,65.3,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Fermi (Nuclear),,Planned,Planned,Publicly tracked data-center facility,4400.0,"4,400 MW",4.0,"Carson, TX",35.294622,-101.605936,Public tracker coordinates,Comanche Peak,TX,301.6,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
DCIP DeSoto County AI Data Center,,Planned,Planned,Publicly tracked data-center facility,4000.0,"4,000 MW",4.0,"DeSoto, FL",27.2237,-81.8207,Public tracker coordinates,St Lucie,FL,97.1,2160.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Tract Caldwell Valley,,Planned,Planned,Publicly tracked data-center facility,4000.0,"4,000 MW",4.0,"Caldwell, TX",29.921659,-97.759283,Public tracker coordinates,South Texas Project,TX,129.1,2708.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
High Performance Compute Data Center Campus,,Planned,Planned,Publicly tracked data-center facility,4000.0,"4,000 MW",4.0,"Millard, UT",39.1997678,-112.3689572,Public tracker coordinates,Palo Verde,AZ,402.5,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Aligned Shippingport Data Center,,Planned,Planned,Publicly tracked data-center facility,3600.0,"3,600 MW",4.0,"Beaver, PA",40.63213,-80.4145,Public tracker coordinates,Beaver Valley,PA,1.2,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
TECfusions Keystone Connect,,Planned,Planned,Publicly tracked data-center facility,3000.0,"3,000 MW",4.0,"Westmoreland, PA",40.5475375,-79.6493059,Public tracker coordinates,Beaver Valley,PA,41.5,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Wonder Valley (Stratos Project) - Phase 1,,Planned,Planned,Publicly tracked data-center facility,3000.0,"3,000 MW",4.0,"Box Elder, UT",41.8421,-112.6194,Public tracker coordinates,Columbia Generating Station,WA,461.3,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Vermaland La Osa Data Center Campus,,Planned,Planned,Publicly tracked data-center facility,3000.0,"3,000 MW",4.0,"Pinal, AZ",32.68,-111.55,Public tracker coordinates,Palo Verde,AZ,90.4,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Jade,,Planned,Planned,Publicly tracked data-center facility,2700.0,"2,700 MW",4.0,"Laramie, WY",41.02251,-104.8177849,Public tracker coordinates,Cooper Nuclear Station,NE,482.7,801.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Microsoft Pecos Data Center,,Planned,Planned,Publicly tracked data-center facility,2595.0,"2,595 MW",4.0,"Reeves, TX",31.1343,-103.4383,Public tracker coordinates,Comanche Peak,TX,341.8,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
George Washington Village Data Center,,Planned,Planned,Publicly tracked data-center facility,2100.0,"2,100 MW",4.0,"Stafford, VA",38.40892022,-77.44693146,Public tracker coordinates,North Anna,VA,30.5,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Louisa County Campus 3,,Canceled,Other,Publicly tracked data-center facility,2100.0,"2,100 MW",4.0,"Louisa, VA",38.018072,-77.93566,Public tracker coordinates,North Anna,VA,8.5,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Monarch Compute Campus - Phase 1,,Planned,Planned,Publicly tracked data-center facility,2000.0,"2,000 MW",4.0,"Mason, WV",38.9087381,-82.105927,Public tracker coordinates,Beaver Valley,PA,148.0,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Eneus Energy Cameron Data Center,,Planned,Planned,Publicly tracked data-center facility,2000.0,"2,000 MW",4.0,"Cameron, TX",26.226423,-97.63307,Public tracker coordinates,South Texas Project,TX,202.3,2708.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Cardinal Data Center,,Planned,Planned,Publicly tracked data-center facility,1800.0,"1,800 MW",4.0,"Kendall, IL",41.71730289,-88.47554231,Public tracker coordinates,Dresden Generating Station,IL,25.0,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Joliet Technology Center,,Planned,Planned,Publicly tracked data-center facility,1800.0,"1,800 MW",4.0,"Will, IL",41.46179335,-88.15049047,Public tracker coordinates,Dresden Generating Station,IL,7.9,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Fundamental Ridgeline Data Center,,Planned,Planned,Publicly tracked data-center facility,1656.0,"1,656 MW",4.0,"Tucker, WV",39.13851,-79.4867,Public tracker coordinates,Beaver Valley,PA,114.1,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
IREN Project Emerald,,Planned,Planned,Publicly tracked data-center facility,1600.0,"1,600 MW",4.0,"Pittsburg, OK",34.7,-95.927,Public tracker coordinates,Arkansas Nuclear One,AR,158.1,1845.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Colossus 2,,Planned,Planned,Publicly tracked data-center facility,1563.0,"1,563 MW",4.0,"Shelby, TN",35.00019187,-90.0433191,Public tracker coordinates,Browns Ferry,AL,167.1,3854.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Gouldsboro Data Center,,Planned,Planned,Publicly tracked data-center facility,1500.0,"1,500 MW",4.0,"Lackawanna, PA",41.248901,-75.5163103,Public tracker coordinates,TalenEnergy Susquehanna,PA,34.5,2532.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Crusoe Victoria Data Center,,Planned,Planned,Publicly tracked data-center facility,1500.0,"1,500 MW",4.0,"Victoria, TX",28.689142,-96.96172,Public tracker coordinates,South Texas Project,TX,55.8,2708.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Red Clay,,Planned,Planned,Publicly tracked data-center facility,1500.0,"1,500 MW",4.0,"Lowndes, AL",32.270034,-86.51277,Public tracker coordinates,Joseph M Farley,AL,109.6,1776.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Horizon Phase 2,,Planned,Planned,Publicly tracked data-center facility,1500.0,"1,500 MW",4.0,"Pecos, TX",30.421732,-102.509315,Public tracker coordinates,Comanche Peak,TX,307.3,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Takanock Goshen Data Center,,Planned,Planned,Publicly tracked data-center facility,1500.0,"1,500 MW",4.0,"Elkhart, IN",41.67126617,-85.80403264,Public tracker coordinates,Donald C Cook,MI,44.5,2285.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Hassayampa Ranch Data Center,,Planned,Planned,Publicly tracked data-center facility,1500.0,"1,500 MW",4.0,"Maricopa, AZ",33.4509,-112.6346,Public tracker coordinates,Palo Verde,AZ,13.8,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Blakely Data Center,,Planned,Planned,Publicly tracked data-center facility,1400.0,"1,400 MW",4.0,"Early, GA",31.406296,-84.912908,Public tracker coordinates,Joseph M Farley,AL,17.3,1776.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
IREN Sweetwater 1,,Planned,Planned,Publicly tracked data-center facility,1400.0,"1,400 MW",4.0,"Nolan, TX",32.46384557,-100.3299567,Public tracker coordinates,Comanche Peak,TX,148.9,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stargate - Michigan Data Center,,Planned,Planned,Publicly tracked data-center facility,1400.0,"1,400 MW",4.0,"Washtenaw, MI",42.12,-83.885,Public tracker coordinates,Fermi,MI,33.9,1217.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
PAX – Pennsylvania Digital I,,Planned,Planned,Publicly tracked data-center facility,1350.0,"1,350 MW",4.0,"Cumberland, PA",40.256625,-77.1191193,Public tracker coordinates,Crane Clean Energy Center,PA,22.1,980.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Spring Valley Technology Park,,Planned,Planned,Publicly tracked data-center facility,1300.0,"1,300 MW",4.0,"Loudoun, VA",38.9961614,-77.5686106,Public tracker coordinates,North Anna,VA,65.8,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Arrowhead,,Planned,Planned,Publicly tracked data-center facility,1250.0,"1,250 MW",4.0,"Irwin, GA",31.599167,-83.367442,Public tracker coordinates,Edwin I Hatch,GA,64.4,1848.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Zenith Volts Roswell Data Center,,Planned,Planned,Publicly tracked data-center facility,1250.0,"1,250 MW",4.0,"Chaves, NM",33.38971,-104.536,Public tracker coordinates,Comanche Peak,TX,399.0,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Tract South Valley,,Planned,Planned,Publicly tracked data-center facility,1215.0,"1,215 MW",4.0,"Storey, NV",39.47083,-119.40618,Public tracker coordinates,Diablo Canyon,CA,304.9,2323.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
CloudBurst San Marcos Data Center,,Planned,Planned,Publicly tracked data-center facility,1200.0,"1,200 MW",4.0,"Hays, TX",29.76191299,-97.99088995,Public tracker coordinates,South Texas Project,TX,134.8,2708.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Monrovia Data Center,,Planned,Planned,Publicly tracked data-center facility,1200.0,"1,200 MW",4.0,"Morgan, IN",39.59558739,-86.45815461,Public tracker coordinates,Clinton Power Station,IL,132.1,1138.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Washington Campus,,Canceled,Other,Publicly tracked data-center facility,1200.0,"1,200 MW",4.0,"New Castle, DE",39.60223861,-75.64770157,Public tracker coordinates,PSEG Hope Creek Generating Station,NJ,11.1,1290.7,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
MSB Matrix Data Center Phase 2,,Planned,Planned,Publicly tracked data-center facility,1200.0,"1,200 MW",4.0,"Hopkins, TX",33.08515,-95.546,Public tracker coordinates,Comanche Peak,TX,141.1,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Bilateral Energy Knox Ranch Data Center,,Planned,Planned,Publicly tracked data-center facility,1200.0,"1,200 MW",4.0,"Hood, TX",32.409314,-97.847592,Public tracker coordinates,Comanche Peak,TX,8.5,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Oasis Dahlgren West Data Center,,Planned,Planned,Publicly tracked data-center facility,1200.0,"1,200 MW",4.0,"King George, VA",38.30967,-77.1084,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,37.1,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Nebius Independence Campus,,Planned,Planned,Publicly tracked data-center facility,1200.0,"1,200 MW",4.0,"Jackson, MO",39.0932214,-94.3221065,Public tracker coordinates,Wolf Creek Generating Station,KS,94.5,1296.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stack Infrastructure Stafford Campus,,Planned,Planned,Publicly tracked data-center facility,1100.0,"1,100 MW",4.0,"Stafford, VA",38.38512162,-77.43161729,Public tracker coordinates,North Anna,VA,29.7,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
EdgeCore Shannon Hill Campus,,Planned,Planned,Publicly tracked data-center facility,1100.0,"1,100 MW",4.0,"Louisa, VA",37.883446,-78.038852,Public tracker coordinates,North Anna,VA,18.2,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
InfraKey Lacy Lakeview Data Center,,Planned,Planned,Publicly tracked data-center facility,1000.0,"1,000 MW",4.0,"McLennan, TX",31.66293,-97.110344,Public tracker coordinates,Comanche Peak,TX,59.1,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Cipher Colchis,,Planned,Planned,Publicly tracked data-center facility,1000.0,"1,000 MW",4.0,"Tom Green, TX",31.53101,-100.31897,Public tracker coordinates,Comanche Peak,TX,157.8,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Huntley Page Data Center,,Planned,Planned,Publicly tracked data-center facility,1000.0,"1,000 MW",4.0,"Coconino, AZ",36.898376,-111.483154,Public tracker coordinates,Palo Verde,AZ,254.7,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Tract Morris Data Center,,Planned,Planned,Publicly tracked data-center facility,1000.0,"1,000 MW",4.0,"Grundy, IL",41.39786,-88.37636,Public tracker coordinates,Dresden Generating Station,IL,5.5,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Chesapeake Data,,Planned,Planned,Publicly tracked data-center facility,1000.0,"1,000 MW",4.0,"Charles, MD",38.3596,-76.9757,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,29.4,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Microsoft Granger Data Center,,Planned,Planned,Publicly tracked data-center facility,1000.0,"1,000 MW",4.0,"St. Joseph, IN",41.729033,-86.123315,Public tracker coordinates,Donald C Cook,MI,28.4,2285.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Treetop Development Data Center,,Planned,Planned,Publicly tracked data-center facility,1000.0,"1,000 MW",4.0,"Dutchess, NY",41.5234,-73.81024,Public tracker coordinates,Millstone,CT,86.4,2259.9,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Cannoli,,Planned,Planned,Publicly tracked data-center facility,1000.0,"1,000 MW",4.0,"Wayne, MI",42.228857,-83.475064,Public tracker coordinates,Fermi,MI,21.5,1217.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Peterson Stafford Data Center,,Planned,Planned,Publicly tracked data-center facility,1000.0,"1,000 MW",4.0,"Stafford, VA",38.3787419,-77.4273005,Public tracker coordinates,North Anna,VA,29.5,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS Threemile Exascale Campus,,Planned,Planned,Publicly tracked data-center facility,1000.0,"1,000 MW",4.0,"Morrow, OR",45.82175,-119.8259,Public tracker coordinates,Columbia Generating Station,WA,50.7,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Jarvis,,Canceled,Other,Publicly tracked data-center facility,1000.0,"1,000 MW",4.0,"St. Lucie, FL",27.47149298,-80.55927729,Public tracker coordinates,St Lucie,FL,21.0,2160.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Robena Data Center,,Planned,Planned,Publicly tracked data-center facility,910.0,910 MW,4.0,"Greene, PA",39.83526,-79.942505,Public tracker coordinates,Beaver Valley,PA,60.2,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Sail,,Planned,Planned,Publicly tracked data-center facility,900.0,900 MW,4.0,"Coweta, GA",33.434,-84.87683,Public tracker coordinates,Sequoyah,TN,124.5,2441.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Kingsboro Data Center Campus,,Planned,Planned,Publicly tracked data-center facility,900.0,900 MW,4.0,"Edgecombe, NC",35.9179,-77.6708,Public tracker coordinates,Harris (NC),NC,74.7,950.9,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Bolingbroke Technology Campus,,Canceled,Other,Publicly tracked data-center facility,900.0,900 MW,4.0,"Monroe, GA",32.94370218,-83.82536543,Public tracker coordinates,Edwin I Hatch,GA,111.0,1848.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Pine Ridge Technology Center,,Planned,Planned,Publicly tracked data-center facility,900.0,900 MW,4.0,"Twiggs, GA",32.63236,-83.5072,Public tracker coordinates,Edwin I Hatch,GA,83.3,1848.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Mountain Road Technology Park,,Planned,Planned,Publicly tracked data-center facility,900.0,900 MW,4.0,"Hanover, VA",37.68726488,-77.5432181,Public tracker coordinates,North Anna,VA,29.1,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
PORTS Technology Campus - Phase 1,,Planned,Planned,Publicly tracked data-center facility,800.0,800 MW,4.0,"Pike, OH",39.008333,-83.0,Public tracker coordinates,Beaver Valley,PA,176.0,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
MSB Matrix Data Center Phase 1,,Planned,Planned,Publicly tracked data-center facility,800.0,800 MW,4.0,"Hopkins, TX",33.08515,-95.546,Public tracker coordinates,Comanche Peak,TX,141.1,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
EdgeConneX Ashville Data Center,,Canceled,Other,Publicly tracked data-center facility,800.0,800 MW,4.0,"Pickaway, OH",39.7468828,-82.9828364,Public tracker coordinates,Davis Besse,OH,127.9,925.2,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Viridian Janesville GM Plant Data Center,,Planned,Planned,Publicly tracked data-center facility,800.0,800 MW,4.0,"Rock, WI",42.6633,-89.0217,Public tracker coordinates,Byron Generating Station,IL,42.8,2449.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Helios,,Planned,Planned,Publicly tracked data-center facility,800.0,800 MW,4.0,"Collin, TX",33.7662776,-100.863583,Public tracker coordinates,Comanche Peak,TX,205.1,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Cielo Hudson Data Center,,Planned,Planned,Publicly tracked data-center facility,750.0,750 MW,4.0,"Weld, CO",40.09549,-104.609,Public tracker coordinates,Cooper Nuclear Station,NE,473.2,801.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
IREN Childress (Bitcoin mining),,Operating,Operating,Publicly tracked data-center facility,750.0,750 MW,4.0,"Childress, TX",34.38247237,-100.055684,Public tracker coordinates,Comanche Peak,TX,194.7,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Tract Sapphire,,Planned,Planned,Publicly tracked data-center facility,700.0,700 MW,4.0,"Lyon, NV",39.42805,-119.232,Public tracker coordinates,Diablo Canyon,CA,304.7,2323.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Riot Platforms Rockdale,,Operating,Operating,Publicly tracked data-center facility,700.0,700 MW,4.0,"Milam, TX",30.56359,-97.08498,Public tracker coordinates,Comanche Peak,TX,126.8,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
CyrusOne Springfield Data Center,,Planned,Planned,Publicly tracked data-center facility,636.0,636 MW,4.0,"Sangamon, IL",39.5435085,-89.8796296,Public tracker coordinates,Clinton Power Station,IL,70.4,1138.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Vantage Cheyenne Data Center,,Planned,Planned,Publicly tracked data-center facility,624.0,624 MW,4.0,"Laramie, WY",41.0505,-104.8409,Public tracker coordinates,Cooper Nuclear Station,NE,484.0,801.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stargate Jupiter - Building 3,,Planned,Planned,Publicly tracked data-center facility,612.5,612 MW,4.0,"Dona Ana, NM",31.815678,-106.669409,Public tracker coordinates,Palo Verde,AZ,376.4,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stargate Jupiter - Building 1,,Planned,Planned,Publicly tracked data-center facility,612.5,612 MW,4.0,"Dona Ana, NM",31.820902,-106.670043,Public tracker coordinates,Palo Verde,AZ,376.2,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
