name,developer,status,status_group,category,capacity_mw,capacity_label,landscape_weight,location,latitude,longitude,precision,nearest_nuclear_name,nearest_nuclear_state,nearest_nuclear_distance_mi,nearest_nuclear_capacity_mw,source,source_url,notes
Stack NVA02J,,Planned,Planned,Publicly tracked data-center facility,53.6,54 MW,4.0,"Prince William, VA",38.74052878,-77.54275451,Public tracker coordinates,North Anna,VA,48.9,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Vantage Ashburn VA-3 - Building 4,,Planned,Planned,Publicly tracked data-center facility,53.5,54 MW,4.0,"Loudoun, VA",39.083143,-77.508389,Public tracker coordinates,North Anna,VA,72.3,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS IAD-550 Lake Anna - Building 6,,Planned,Planned,Publicly tracked data-center facility,53.5,54 MW,4.0,"Louisa, VA",38.046612,-77.811177,Public tracker coordinates,North Anna,VA,1.5,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Vantage Ashburn VA-3 - Building 5,,Planned,Planned,Publicly tracked data-center facility,53.5,54 MW,4.0,"Loudoun, VA",39.081396,-77.508832,Public tracker coordinates,North Anna,VA,72.2,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Vantage Ashburn VA-3 - Building 7,,Planned,Planned,Publicly tracked data-center facility,53.5,54 MW,4.0,"Loudoun, VA",39.078,-77.5105,Public tracker coordinates,North Anna,VA,71.9,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Vantage Ashburn VA-3 - Building 1,,Planned,Planned,Publicly tracked data-center facility,53.5,54 MW,4.0,"Loudoun, VA",39.077761,-77.504962,Public tracker coordinates,North Anna,VA,72.0,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Vantage Ashburn VA-3 - Building 6,,Planned,Planned,Publicly tracked data-center facility,53.5,54 MW,4.0,"Loudoun, VA",39.079293,-77.509228,Public tracker coordinates,North Anna,VA,72.0,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Vantage Ashburn VA-3 - Building 3,,Planned,Planned,Publicly tracked data-center facility,53.5,54 MW,4.0,"Loudoun, VA",39.081076,-77.505869,Public tracker coordinates,North Anna,VA,72.2,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Vantage Ashburn VA-3 - Building 2,,Planned,Planned,Publicly tracked data-center facility,53.5,54 MW,4.0,"Loudoun, VA",39.079686,-77.503128,Public tracker coordinates,North Anna,VA,72.1,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Manassas DC3,,Operating,Operating,Publicly tracked data-center facility,52.8,53 MW,4.0,"Prince William, VA",38.753753946410605,-77.51054702181719,Public tracker coordinates,North Anna,VA,50.3,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS PDX-93 Olson Rd,,Operating,Operating,Publicly tracked data-center facility,52.7,53 MW,4.0,"Morrow, OR",45.8365,-119.6899,Public tracker coordinates,Columbia Generating Station,WA,47.0,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS PDX-90 Olson Rd,,Operating,Operating,Publicly tracked data-center facility,52.7,53 MW,4.0,"Morrow, OR",45.8362,-119.694,Public tracker coordinates,Columbia Generating Station,WA,47.1,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS IAD-117 Maries Rd,,Operating,Operating,Publicly tracked data-center facility,52.5,52 MW,4.0,"Loudoun, VA",39.02364008,-77.41908274,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,66.6,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
EdgeCore Ashburn AS02,,Planned,Planned,Publicly tracked data-center facility,52.5,52 MW,4.0,"Loudoun, VA",38.99504329,-77.44605586,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,66.6,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS IAD-116 Maries Rd,,Operating,Operating,Publicly tracked data-center facility,52.5,52 MW,4.0,"Loudoun, VA",39.02432529,-77.420435,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,66.7,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS PDX-66 Lewis & Clark Dr,,Operating,Operating,Publicly tracked data-center facility,52.5,52 MW,4.0,"Morrow, OR",45.8467,-119.607,Public tracker coordinates,Columbia Generating Station,WA,45.1,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS IAD-118 Maries Rd,,Planned,Planned,Publicly tracked data-center facility,52.5,52 MW,4.0,"Loudoun, VA",39.02294092,-77.4167065,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,66.4,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
CloudHQ MCC4,,Planned,Planned,Publicly tracked data-center facility,52.5,52 MW,4.0,"Prince William, VA",38.71872,-77.49629,Public tracker coordinates,North Anna,VA,48.2,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta White Oak - Building 5,,Operating,Operating,Publicly tracked data-center facility,52.5,52 MW,4.0,"Henrico, VA",37.477242,-77.226637,Public tracker coordinates,Surry,VA,36.1,1695.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS PDX-64 Lewis & Clark Dr,,Operating,Operating,Publicly tracked data-center facility,52.5,52 MW,4.0,"Morrow, OR",45.8467,-119.6056,Public tracker coordinates,Columbia Generating Station,WA,45.1,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Raeden Project Taurus,,Planned,Planned,Publicly tracked data-center facility,52.5,52 MW,4.0,"El Paso, CO",38.8941,-104.853,Public tracker coordinates,Wolf Creek Generating Station,KS,496.9,1296.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta White Oak - Building 4,,Operating,Operating,Publicly tracked data-center facility,52.5,52 MW,4.0,"Henrico, VA",37.478318,-77.226145,Public tracker coordinates,Surry,VA,36.1,1695.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS PDX-92 Olson Rd,,Operating,Operating,Publicly tracked data-center facility,52.0,52 MW,4.0,"Morrow, OR",45.8375,-119.6931,Public tracker coordinates,Columbia Generating Station,WA,47.0,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS PDX-91 Olson Rd,,Operating,Operating,Publicly tracked data-center facility,52.0,52 MW,4.0,"Morrow, OR",45.8379,-119.6884,Public tracker coordinates,Columbia Generating Station,WA,46.9,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Chantilly Premier Data Center,,Planned,Planned,Publicly tracked data-center facility,51.8,52 MW,4.0,"Fairfax, VA",38.905161,-77.462856,Public tracker coordinates,North Anna,VA,61.0,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS IAD-68 Fadeley,,Operating,Operating,Publicly tracked data-center facility,51.4,51 MW,4.0,"Loudoun, VA",38.94863,-77.5209323,Public tracker coordinates,North Anna,VA,63.1,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta White Oak - Building 2,,Operating,Operating,Publicly tracked data-center facility,51.0,51 MW,4.0,"Henrico, VA",37.484447,-77.238094,Public tracker coordinates,Surry,VA,36.9,1695.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS IAD-124 Quail Ridge,,Operating,Operating,Publicly tracked data-center facility,51.0,51 MW,4.0,"Loudoun, VA",38.94989545,-77.5604517,Public tracker coordinates,North Anna,VA,62.7,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta Fort Worth - Building 3,,Operating,Operating,Publicly tracked data-center facility,51.0,51 MW,4.0,"Tarrant, TX",32.984956,-97.2550568,Public tracker coordinates,Comanche Peak,TX,56.6,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Meta White Oak - Building 3,,Operating,Operating,Publicly tracked data-center facility,51.0,51 MW,4.0,"Henrico, VA",37.483496,-77.236522,Public tracker coordinates,Surry,VA,36.8,1695.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS IAD-125 Quail Ridge,,Operating,Operating,Publicly tracked data-center facility,51.0,51 MW,4.0,"Loudoun, VA",38.9480895,-77.5605449,Public tracker coordinates,North Anna,VA,62.6,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Richmond RIC2-DC1,,Operating,Operating,Publicly tracked data-center facility,50.8,51 MW,4.0,"Henrico, VA",37.48817,-77.24006,Public tracker coordinates,Surry,VA,37.2,1695.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Flexential Hillsboro 5,,Planned,Planned,Publicly tracked data-center facility,50.4,50 MW,4.0,"Washington, OR",45.55634,-122.93941,Public tracker coordinates,Columbia Generating Station,WA,184.2,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stack Infrastructure POR01B,,Planned,Planned,Publicly tracked data-center facility,50.4,50 MW,4.0,"Washington, OR",45.55029,-122.9278558,Public tracker coordinates,Columbia Generating Station,WA,183.8,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Iron Mountain VA-2,,Operating,Operating,Publicly tracked data-center facility,50.4,50 MW,4.0,"Prince William, VA",38.77706612,-77.54646561,Public tracker coordinates,North Anna,VA,51.3,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
NTT Hillsboro HI1,,Operating,Operating,Publicly tracked data-center facility,50.4,50 MW,4.0,"Washington, OR",45.54950625,-122.9374106,Public tracker coordinates,Columbia Generating Station,WA,184.3,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Aligned Hillsboro PDX-02,,Planned,Planned,Publicly tracked data-center facility,50.4,50 MW,4.0,"Washington, OR",45.55290763,-122.9484405,Public tracker coordinates,Columbia Generating Station,WA,184.7,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Iron Mountain VA-7,,Operating,Operating,Publicly tracked data-center facility,50.4,50 MW,4.0,"Prince William, VA",38.77506417,-77.53979607,Public tracker coordinates,North Anna,VA,51.2,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
NTT Ashburn VA7,,Planned,Planned,Publicly tracked data-center facility,50.4,50 MW,4.0,"Loudoun, VA",39.0157846,-77.4718397,Public tracker coordinates,North Anna,VA,68.2,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Flexential Hillsboro 3,,Operating,Operating,Publicly tracked data-center facility,50.4,50 MW,4.0,"Washington, OR",45.55948,-122.9382,Public tracker coordinates,Columbia Generating Station,WA,184.0,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stack NVA05A,,Operating,Operating,Publicly tracked data-center facility,50.4,50 MW,4.0,"Prince William, VA",38.75857,-77.51669,Public tracker coordinates,North Anna,VA,50.5,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Flexential Douglasville 2,,Planned,Planned,Publicly tracked data-center facility,50.4,50 MW,4.0,"Douglas County, GA",33.730703,-84.61124,Public tracker coordinates,Sequoyah,TN,106.9,2441.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Equinix DC15,,Operating,Operating,Publicly tracked data-center facility,50.3,50 MW,4.0,"Loudoun, VA",39.0225,-77.450256,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,67.9,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Richmond RIC2-DC3,,Operating,Operating,Publicly tracked data-center facility,50.3,50 MW,4.0,"Henrico, VA",37.48607,-77.24189,Public tracker coordinates,Surry,VA,37.1,1695.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Richmond RIC2-DC5,,Operating,Operating,Publicly tracked data-center facility,50.3,50 MW,4.0,"Henrico, VA",37.48485,-77.24298,Public tracker coordinates,Surry,VA,37.1,1695.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Richmond RIC2-DC6,,Operating,Operating,Publicly tracked data-center facility,50.3,50 MW,4.0,"Henrico, VA",37.4839,-77.24376,Public tracker coordinates,Surry,VA,37.1,1695.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Richmond RIC2-DC2,,Operating,Operating,Publicly tracked data-center facility,50.3,50 MW,4.0,"Henrico, VA",37.48709,-77.24098,Public tracker coordinates,Surry,VA,37.1,1695.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS Susquehanna - Building 3,,Planned,Planned,Publicly tracked data-center facility,50.3,50 MW,4.0,"Luzerne, PA",41.081721,-76.144746,Public tracker coordinates,TalenEnergy Susquehanna,PA,0.7,2532.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Sabey Butte Data Center,,Planned,Planned,Publicly tracked data-center facility,50.0,50 MW,4.0,"Silver Bow, MT",45.997078,-112.666306,Public tracker coordinates,Columbia Generating Station,WA,320.2,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Nautilus Cryptomine - Building 1,,Operating,Operating,Publicly tracked data-center facility,50.0,50 MW,4.0,"Luzerne, PA",41.083327,-76.151314,Public tracker coordinates,TalenEnergy Susquehanna,PA,0.6,2532.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Hut 8 Alpha (Crypto mining),,Operating,Operating,Publicly tracked data-center facility,50.0,50 MW,4.0,"Niagara, NY",43.0962,-79.0377,Public tracker coordinates,R E Ginna Nuclear Power Plant,NY,87.9,614.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Microsoft East Coast BN8,,Operating,Operating,Publicly tracked data-center facility,50.0,50 MW,4.0,"Mecklenburg, VA",36.68614,-78.37725,Public tracker coordinates,Harris (NC),NC,79.6,950.9,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Nautilus Cryptomine - Building 2,,Operating,Operating,Publicly tracked data-center facility,50.0,50 MW,4.0,"Luzerne, PA",41.082611,-76.151298,Public tracker coordinates,TalenEnergy Susquehanna,PA,0.7,2532.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Apple Mesa Global Data Command Center,,Operating,Operating,Publicly tracked data-center facility,50.0,50 MW,4.0,"Maricopa, AZ",33.3469,-111.604,Public tracker coordinates,Palo Verde,AZ,72.6,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Centersquare ORD2,,Operating,Operating,Publicly tracked data-center facility,50.0,50 MW,4.0,"Cook, IL",41.9922035,-87.9581676,Public tracker coordinates,Dresden Generating Station,IL,44.6,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Dorothy 1,,Operating,Operating,Publicly tracked data-center facility,50.0,50 MW,4.0,"Briscoe, TX",34.432267,-101.2372,Public tracker coordinates,Comanche Peak,TX,247.8,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
PhoenixNAP PHX02,,Planned,Planned,Publicly tracked data-center facility,50.0,50 MW,4.0,"Maricopa, AZ",33.41603,-112.00937,Public tracker coordinates,Palo Verde,AZ,49.2,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Council Bluffs Southlands - Building 4,,Operating,Operating,Publicly tracked data-center facility,50.0,50 MW,4.0,"Pottawattamie, IA",41.173211,-95.806098,Public tracker coordinates,Cooper Nuclear Station,NE,56.7,801.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Jet.AI Moapa Data Center,,Planned,Planned,Publicly tracked data-center facility,50.0,50 MW,4.0,"Clark, NV",36.6965761,-114.6407087,Public tracker coordinates,Palo Verde,AZ,249.8,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
DC Blox Nashville Grassmere Park,,Planned,Planned,Publicly tracked data-center facility,50.0,50 MW,4.0,"Davidson, TN",36.086562,-86.748826,Public tracker coordinates,Browns Ferry,AL,97.8,3854.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Core Scientific: Dalton 1 & 2,,Operating,Operating,Publicly tracked data-center facility,50.0,50 MW,4.0,"Whiefield, GA",34.71320553,-84.95143169,Public tracker coordinates,Sequoyah,TN,36.4,2441.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
CyrusOne DFW3-5,,Operating,Operating,Publicly tracked data-center facility,50.0,50 MW,4.0,"Collin, TX",33.14592135,-96.66004104,Public tracker coordinates,Comanche Peak,TX,87.8,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
BluSky AI Delta Data Center,,Planned,Planned,Publicly tracked data-center facility,50.0,50 MW,4.0,"Millard, UT",39.50757,-112.601,Public tracker coordinates,Palo Verde,AZ,423.1,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Jumping Bison Greensburg Data Center,,Planned,Planned,Publicly tracked data-center facility,50.0,50 MW,4.0,"Decatur, IN",39.378719,-85.520116,Public tracker coordinates,Clinton Power Station,IL,184.3,1138.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
COL4,,Operating,Operating,Publicly tracked data-center facility,50.0,50 MW,4.0,"Franklin, OH",40.1182819,-83.0009805,Public tracker coordinates,Davis Besse,OH,102.2,925.2,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Cloud Centers Lisle Data Center,,Canceled,Other,Publicly tracked data-center facility,50.0,50 MW,4.0,"DuPage, IL",41.801693,-88.06276,Public tracker coordinates,Dresden Generating Station,IL,30.4,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Microsoft East Coast BN7,,Operating,Operating,Publicly tracked data-center facility,50.0,50 MW,4.0,"Mecklenburg, VA",36.68308,-78.37579,Public tracker coordinates,Harris (NC),NC,79.4,950.9,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS IAD-152 Sutton Bay Plaza,,Operating,Operating,Publicly tracked data-center facility,49.7,50 MW,4.0,"Loudoun, VA",38.9165716,-77.479733,Public tracker coordinates,North Anna,VA,61.5,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS IAD-151 Sutton Bay Plaza,,Operating,Operating,Publicly tracked data-center facility,49.7,50 MW,4.0,"Loudoun, VA",38.9161469,-77.4786956,Public tracker coordinates,North Anna,VA,61.5,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS IAD-150 Sutton Bay Plaza,,Operating,Operating,Publicly tracked data-center facility,49.7,50 MW,4.0,"Loudoun, VA",38.9160727,-77.4772491,Public tracker coordinates,North Anna,VA,61.5,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Digital Realty ACC6,,Operating,Operating,Publicly tracked data-center facility,49.6,50 MW,4.0,"Loudoun, VA",39.021068,-77.46359,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,68.4,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stack NVA02G,,Planned,Planned,Publicly tracked data-center facility,49.3,49 MW,4.0,"Prince William, VA",38.74808073,-77.53779281,Public tracker coordinates,North Anna,VA,49.5,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS IAD-134 Avion,,Operating,Operating,Publicly tracked data-center facility,49.2,49 MW,4.0,"Fairfax, VA",38.90454295,-77.45267338,Public tracker coordinates,North Anna,VA,61.1,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS IAD-135 Avion,,Operating,Operating,Publicly tracked data-center facility,49.2,49 MW,4.0,"Fairfax, VA",38.90492701,-77.45381063,Public tracker coordinates,North Anna,VA,61.1,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Richmond RIC1-DC1,,Operating,Operating,Publicly tracked data-center facility,49.0,49 MW,4.0,"Henrico, VA",37.48892,-77.24632,Public tracker coordinates,Surry,VA,37.5,1695.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Volt Edge Energy Project Alpaca,,Planned,Planned,Publicly tracked data-center facility,49.0,49 MW,4.0,"Union, SC",34.7089,-81.6624,Public tracker coordinates,V C Summer,SC,34.6,1029.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS Gilroy - Building 2,,Planned,Planned,Publicly tracked data-center facility,49.0,49 MW,4.0,"Santa Clara, CA",37.015161,-121.558382,Public tracker coordinates,Diablo Canyon,CA,130.6,2323.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Richmond RIC1-DC2,,Operating,Operating,Publicly tracked data-center facility,49.0,49 MW,4.0,"Henrico, VA",37.4885,-77.247,Public tracker coordinates,Surry,VA,37.5,1695.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS PDX-52 Rippee Rd,,Operating,Operating,Publicly tracked data-center facility,49.0,49 MW,4.0,"Morrow, OR",45.8404,-119.655,Public tracker coordinates,Columbia Generating Station,WA,46.2,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS Gilroy - Building 1,,Planned,Planned,Publicly tracked data-center facility,49.0,49 MW,4.0,"Santa Clara, CA",37.016363,-121.559397,Public tracker coordinates,Diablo Canyon,CA,130.7,2323.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Apple Prineville - Building 1,,Operating,Operating,Publicly tracked data-center facility,49.0,49 MW,4.0,"Crook, OR",44.28894,-120.87018,Public tracker coordinates,Columbia Generating Station,WA,168.2,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Richmond RIC1-DC3,,Operating,Operating,Publicly tracked data-center facility,49.0,49 MW,4.0,"Henrico, VA",37.4881,-77.2456,Public tracker coordinates,Surry,VA,37.4,1695.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Sunnyvale Site (Menlo Digital),,Planned,Planned,Publicly tracked data-center facility,49.0,49 MW,4.0,"Santa Clara, CA",37.40131,-122.03209,Public tracker coordinates,Diablo Canyon,CA,164.9,2323.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS Hayward Exchange @92 - Building 4,,Operating,Operating,Publicly tracked data-center facility,49.0,49 MW,4.0,"Alameda, CA",37.6255,-122.113,Public tracker coordinates,Diablo Canyon,CA,180.8,2323.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
